8,TYPE,FIELD,BITS,UNIT,CONVERSION,MODULE,MODULE_NUM,MODULE_LINE,LINE_TYPE,SHORT_NAME,DESCRIPTION
0,CAN,UW_ID0,8,NONE,0,rc_adcs_sp_16,1,1,0,ID0,CAN ID with Length Encoded
1,CAN,UW_ID1,8,NONE,0,rc_adcs_sp_16,1,1,0,ID1,CAN ID with Length Encoded
2,CAN,UW_ID2,8,NONE,0,rc_adcs_sp_16,1,1,0,ID2,CAN ID with Length Encoded
3,CAN,UW_ID3,8,NONE,0,rc_adcs_sp_16,1,1,0,ID3,CAN ID with Length Encoded
4,CAN,imu_y_avg,16,0.004375 º/s,0,rc_adcs_sp_16,1,2,0,imu_y_avg,IMU Y axis avg,
5,CAN,imu_y_max,16,0.004375 º/s,0,rc_adcs_sp_16,1,3,0,imu_y_max,IMU Y axis max,
6,CAN,imu_y_min,16,0.004375 º/s,0,rc_adcs_sp_16,1,4,0,imu_y_min,IMU Y axis min,
7,CAN,imu_z_min,16,0.004375 º/s,0,rc_adcs_sp_16,1,5,0,imu_z_min,IMU Z axis min,
