4,TYPE,FIELD,BITS,UNIT,CONVERSION,MODULE,MODULE_NUM,MODULE_LINE,LINE_TYPE,SHORT_NAME,DESCRIPTION
0,CAN,UW_ID,32,NONE,0,rc_adcs_sp_17,1,1,0,ID,CAN ID with Length Encoded
1,CAN,imu_z_avg,16,0.004375 º/s,0,rc_adcs_sp_17,1,2,0,imu_z_avg,IMU Z axis avg,
2,CAN,imu_z_max,16,0.004375 º/s,0,rc_adcs_sp_17,1,3,0,imu_z_max,IMU Z axis max,
3,CAN,JUNK,32,NONE,0,rc_adcs_sp_17,1,4,0,Junk,Unexpected bytes at the end of the CAN Packet
