5,TYPE,FIELD,BITS,UNIT,CONVERSION,MODULE,MODULE_NUM,MODULE_LINE,LINE_TYPE,SHORT_NAME,DESCRIPTION
0,CAN,UW_ID,32,NONE,0,rc_adcs_sp_5,1,1,0,ID,CAN ID with Length Encoded
1,CAN,sun_y_avg,16,1/32768 units,0,rc_adcs_sp_5,1,2,0,sun_y_avg, Sun Sensor Y axis avg,
2,CAN,sun_y_max,16,1/32768 units,0,rc_adcs_sp_5,1,3,0,sun_y_max, Sun Sensor Y axis max,
3,CAN,sun_y_min,16,1/32768 units,0,rc_adcs_sp_5,1,4,0,sun_y_min, Sun Sensor Y axis min,
4,CAN,sun_z_min,16,1/32768 units,0,rc_adcs_sp_5,1,5,0,sun_z_min, Sun Sensor Z axis min,
