name,priority,id,#NAME?,msp_cat,gnd_health,#NAME?,#NAME?,data_length,senders,description,added to dbc
sync_1,0,17,0x011,cat_brd,gnd_health,6357009,0x00610011,0,ppt,Sync1 Pulse (Every 2 seconds),yes
