0,-140
1152,-127
1314,-121
1411,-118
1498,-115
1589,-112
1677,-109
1757,-106
1827,-103
1898,-100
2042,-95
2184,-90
2282,-85
2320,-80
2321,-77
2321,-75
2321,-73
2321,-70
2320,-65
4095,-65
