8_bit_temp,-20.0,0.5,0.0,0.0,0.0,0.0,Temperature as 7.1 fixed point with offset of 20
x_over_10,0,0.1,0,0,0,0,PI CPU Temperature
lps25hb_temp,42.5,0.002083333,0,0,0,0,Pressure Sensor Chip Temp
lps25hb_pressure,0,0.000244141,0,0,0,0,Pressure Sensor in mBar
