0,0	
138,0.2
420,0.6
559,0.8
694,1
833,1.2
978,1.4
1109,1.6
1248,1.8
1389,2
1527,2.2
1671,2.4
1800,2.6
1941,2.8
2079,3
2221,3.2
2359,3.4
2499,3.6
2641,3.8
2781,4
2913,4.2
3050,4.4
3193,4.6
3334,4.8
3467,5
3608,5.2
3746,5.4
3883,5.6
4024,5.8
4095,6
