107,TYPE,FIELD,BITS,UNIT,CONVERSION,MODULE,MODULE_NUM,MODULE_LINE,LINE_TYPE,SHORT_NAME,DESCRIPTION
68,realtimeDownlink,wodSize,8,-,36,LTM Status,1,7,0,WOD Stored,Number of WOD data payloads kept for each type (Housekeeping in MESat1)
69,realtimeDownlink,swCmds,32,-,35,LTM Cmd Receiver,3,6,0,Diagnostic,ICR Diagnostic information
70,realtimeDownlink,hwCmdCnt,8,-,1,LTM Cmd Receiver,3,7,0,HW Cmd Cnt ICR,Number of hardware commands since last reset
71,realtimeDownlink,swCmdCntICR,8,-,34,LTM Cmd Receiver,3,8,0,SW Cmd Cnt ICR,Number of software commands since last reset
72,realtimeDownlink,battStatus,16,-,BIN16,ISISpace Battery Pack,7,7,0,Batt Pack Status,Batter Status
73,realtimeDownlink,epsMode,8,-,ISIS_POWER_STAT,ISISpace Power Distro,6,1,0,EPS Mode,EPS Mode
74,realtimeDownlink,battHeater,1,-,STATUS_ON_OFF,ISISpace Battery Pack,7,6,0,Batt Heater,-
75,realtimeDownlink,hostBits17,1,-,STATUS_1_EQ_OK,NONE,0,0,0,UnusedV24,-
76,realtimeDownlink,hostBits18,1,-,STATUS_ENABLED,NONE,0,0,0,UnusedV25,-
77,realtimeDownlink,hostBits19,1,-,STATUS_ENABLED,NONE,0,0,0,UnusedV26,-
78,realtimeDownlink,hostBits20,1,-,STATUS_ENABLED,NONE,0,0,0,UnusedV27,-
79,realtimeDownlink,hostBits21,1,-,STATUS_1_EQ_OK,NONE,0,0,0,UnusedV28,-
80,realtimeDownlink,hostBits22,1,-,STATUS_1_EQ_OK,NONE,0,0,0,UnusedV29,spare
81,realtimeDownlink,hostBits23,1,-,PRIM_SECOND_ACTIVE,NONE,0,0,0,UnusedV30,-
82,realtimeDownlink,hostBits24,1,-,STATUS_ON_OFF,NONE,0,0,0,UnusedV31,-
83,realtimeDownlink,hostBits25,1,-,STATUS_ENABLED,NONE,0,0,0,UnusedV32,-
84,realtimeDownlink,hostBits26,1,-,STATUS_ENABLED,NONE,0,0,0,UnusedV33,-
85,realtimeDownlink,hostBits27,1,-,STATUS_ENABLED,NONE,0,0,0,UnusedV34,-
86,realtimeDownlink,hostBits28,1,-,STATUS_ENABLED,NONE,0,0,0,UnusedV35,-
87,realtimeDownlink,hostBits29,1,-,STATUS_ENABLED,NONE,0,0,0,UnusedV36,-
88,realtimeDownlink,hostBits30,1,-,STATUS_ENABLED,NONE,0,0,0,UnusedV37,-
89,realtimeDownlink,hostBits31,1,-,STATUS_1_EQ_OK,NONE,0,0,0,UnusedV38,-
90,realtimeDownlink,LMRAMstatus,8,-,1,LTM Status,1,8,0,MRAM Status,TBD
91,realtimeDownlink,ModuLO,8,-,1,LTM Transmitter,2,9,0,Modulator Reg 0,Modulator Register 0 - Local Oscillator
92,realtimeDownlink,ModuGain,8,-,tlm_mod_reg1,LTM Transmitter,2,10,0,Modulator Gain,Modulator Register 1 - Gain
93,realtimeDownlink,ModuPhaseOff,8,-,1,LTM Transmitter,2,11,0,Modulator Reg 5,Modulator Register 5 - Phase Offset
94,realtimeDownlink,ModuMode,8,-,1,LTM Transmitter,2,12,0,Modulator Reg 8,Modulator Register 8 - Mode
95,realtimeDownlink,chanBitmap,16,-,BIN16,ISISpace Power Distro,6,9,0,Channel Bitmap,-
96,realtimeDownlink,com2spare6,8,-,0,NONE,0,0,0,com2spare6,spare
97,realtimeDownlink,com2Spare10,1,-,0,NONE,0,0,0,com2Spare10,spare
98,realtimeDownlink,moduValid,1,-,21,LTM Transmitter,2,8,0,Modulator Valid,If not valid then the displayed values are from the last valid read
99,realtimeDownlink,spare10,3,-,GOLF_ECLIPSE_ACTION,NONE,0,0,0,spare10,-
100,realtimeDownlink,inEclipse,1,-,21,LTM Status,1,9,0,In Eclipse,-
101,realtimeDownlink,ICRRxOn,1,-,1,LTM Cmd Receiver,3,2,0,ICR Receiver On,ICR RSSI Valid
102,realtimeDownlink,ICRCarrierValid,1,-,1,LTM Cmd Receiver,3,9,0,ICR Carrier Valid,ICR Receiving Carrier
103,realtimeDownlink,com2spare12,8,-,0,NONE,0,0,0,com2spare12,spare
104,realtimeDownlink,com2spare13,8,-,0,NONE,0,0,0,com2spare13,spare
105,realtimeDownlink,com2spare14,32,-,0,NONE,0,0,0,com2spare14,spare
106,realtimeDownlink,Pad161,32,-,0,NONE,0,0,0,Pad,Pad
